City,Cuisines, Average Rating City-Cuisine Pair , Total Votes for a City-Cuisine Pair ,,
Gurgaon,"Mughlai, North Indian", 3.60 , 76.00 ,,
Gurgaon,"Mughlai, North Indian", 3.60 , 76.00 ,,
Gurgaon,"Mughlai, North Indian", 3.60 , 76.00 ,,
Gurgaon,"Mughlai, North Indian", 3.60 , 76.00 ,,
Lucknow,"Continental, North Indian, Asian", 3.70 , 122.00 ,,
Sharjah,"Indian, North Indian, Chinese", 3.80 , 195.00 ,,
Waterloo,"Indian, Middle Eastern", 3.70 , 146.00 ,,
Gurgaon,"Cafe, North Indian", 3.70 , 117.00 ,,
ÛÁstanbul,Restaurant Cafe, 3.80 , 187.00 ,,
ÛÁstanbul,Restaurant Cafe, 3.80 , 187.00 ,,
Gurgaon,"Chinese, Asian, Thai", 4.00 , 303.00 ,,
Gurgaon,"Chinese, Asian, Thai", 4.00 , 303.00 ,,
Edinburgh,"Sushi, Japanese, Cantonese", 4.00 , 271.00 ,,
Noida,"North Indian, Rajasthani", 3.50 , 58.00 ,,
Noida,"North Indian, Rajasthani", 3.50 , 58.00 ,,
Vadodara,Fast Food, 4.60 ," 1,629.00 ",,
Chandigarh,"Cafe, Bakery", 4.10 , 921.00 ,,
Edinburgh,"Steak, Scottish, British", 4.10 , 986.00 ,,
Cedar Rapids/Iowa City,"Pizza, Sandwich", 4.10 ," 1,020.00 ",,
Vizag,Italian, 4.70 ," 3,157.00 ",,
Bhubaneshwar,"Cafe, Tea", 3.90 , 665.00 ,,
Noida,"Continental, Italian", 3.90 , 373.00 ,,
Columbus,"Asian, Vietnamese", 4.40 , 803.00 ,,
Bhopal,"Pizza, Italian, Fast Food", 4.20 ," 1,363.00 ",,
Gurgaon,"Biryani, North Indian", 4.90 ," 1,424.00 ",,
Gurgaon,"Biryani, North Indian", 4.90 ," 1,424.00 ",,
Gurgaon,"Biryani, North Indian", 4.90 ," 1,424.00 ",,
Guwahati,"Continental, North Indian, Chinese, Arabian, Thai", 4.50 ," 1,203.00 ",,
Noida,"North Indian, Chinese, Mughlai", 4.70 ," 3,074.00 ",,
Noida,"North Indian, Chinese, Mughlai", 4.70 ," 3,074.00 ",,
Noida,"North Indian, Chinese, Mughlai", 4.70 ," 3,074.00 ",,
Noida,"North Indian, Chinese, Mughlai", 4.70 ," 3,074.00 ",,
Noida,"North Indian, Chinese, Mughlai", 4.70 ," 3,074.00 ",,
Noida,"North Indian, Chinese, Mughlai", 4.70 ," 3,074.00 ",,
Noida,"North Indian, Chinese, Mughlai", 4.70 ," 3,074.00 ",,
Noida,"North Indian, Chinese, Mughlai", 4.70 ," 3,074.00 ",,
Sioux City,BBQ, 3.10 , 83.00 ,,
New Delhi,"Mithai, Fast Food", 3.90 , 231.00 ,,
New Delhi,"Mithai, Fast Food", 3.90 , 231.00 ,,
New Delhi,"Mithai, Fast Food", 3.90 , 231.00 ,,
New Delhi,"Mithai, Fast Food", 3.90 , 231.00 ,,
New Delhi,"Mithai, North Indian", 3.80 , 281.00 ,,
New Delhi,"Mithai, North Indian", 3.80 , 281.00 ,,
Waterloo,American, 3.70 , 209.00 ,,
Dalton,"Japanese, Sushi", 3.70 , 168.00 ,,
Gurgaon,"North Indian, Mughlai, Biryani", 3.90 , 243.00 ,,
Gurgaon,"North Indian, Mughlai, Biryani", 3.90 , 243.00 ,,
Gurgaon,"North Indian, Mughlai, Biryani", 3.90 , 243.00 ,,
Gurgaon,"North Indian, Mughlai, Biryani", 3.90 , 243.00 ,,
New Delhi,"Italian, Fast Food", 3.70 , 183.00 ,,
New Delhi,"Italian, Fast Food", 3.70 , 183.00 ,,
New Delhi,"Italian, Fast Food", 3.70 , 183.00 ,,
New Delhi,"Italian, Fast Food", 3.70 , 183.00 ,,
New Delhi,"Italian, Fast Food", 3.70 , 183.00 ,,
Pensacola,Seafood, 4.10 , 575.00 ,,
Bhubaneshwar,"North Indian, Chinese, Mexican, Beverages", 4.30 , 88.00 ,,
New Delhi,"Beverages, Ice Cream", 3.60 , 96.00 ,,
New Delhi,"Chinese, Thai, Continental, North Indian", 4.30 , 204.00 ,,
New Delhi,"Chinese, Thai, Continental, North Indian", 4.30 , 204.00 ,,
Faridabad,"Cafe, Italian, Mexican, Continental", 3.70 , 134.00 ,,
Faridabad,"Burger, Fast Food", 3.90 , 190.00 ,,
Ghaziabad,North Indian, 3.80 , 136.00 ,,
Ghaziabad,North Indian, 3.80 , 136.00 ,,
Ghaziabad,North Indian, 3.80 , 136.00 ,,
Vadodara,"Cafe, Fast Food", 3.60 , 80.00 ,,
Dicky Beach,"Coffee and Tea, Tea, Modern Australian", 3.80 , 175.00 ,,
New Delhi,"North Indian, Chinese, Continental, Seafood", 3.70 , 136.00 ,,
Jaipur,"Italian, Chinese, Mexican, Thai, North Indian", 3.60 , 114.00 ,,
Amritsar,Beverages, 3.60 , 89.00 ,,
Noida,"North Indian, Chinese, Italian, Thai", 3.60 , 69.00 ,,
Sharjah,Lebanese, 3.60 , 86.00 ,,
Vadodara,"North Indian, Chinese", 3.70 , 73.00 ,,
Gurgaon,Mediterranean, 3.60 , 104.00 ,,
New Delhi,"Cafe, Fast Food, Healthy Food", 3.70 , 101.00 ,,
New Delhi,"Chinese, Fast Food, North Indian, South Indian", 3.50 , 58.00 ,,
Ahmedabad,"North Indian, Cafe, Italian, Mexican, Continental", 3.90 , 156.00 ,,
New Delhi,"Italian, North Indian", 3.90 , 156.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
New Delhi,"Mughlai, North Indian", 3.20 , 16.00 ,,
Gurgaon,"Chinese, Continental, North Indian, Mexican", 4.90 , 322.00 ,,
Savannah,Burger, 4.50 ," 1,388.00 ",,
New Delhi,"Continental, Italian, Fast Food", 4.50 , 403.00 ,,
New Delhi,"Chinese, Continental, Thai", 4.40 , 281.00 ,,
Gurgaon,"Continental, North Indian, Mughlai, Chinese", 4.90 ," 1,352.00 ",,
Gurgaon,"North Indian, Chinese, Italian, Continental", 4.40 , 552.00 ,,
Mumbai,"Healthy Food, American, Burger, Salad", 3.20 , 506.00 ,,
Goa,"Seafood, Continental, European, German", 4.30 , 386.00 ,,
New Delhi,"Beverages, Desserts", 4.30 , 544.00 ,,
New Delhi,"Beverages, Desserts", 4.30 , 544.00 ,,
Auckland,"Taiwanese, Street Food", 3.80 , 210.00 ,,
Columbus,Steak, 4.30 , 316.00 ,,
New Delhi,"Continental, American, Italian, Bakery", 3.90 , 69.00 ,,
New Delhi,"Finger Food, Continental, Italian, Chinese", 4.10 , 33.00 ,,
Gurgaon,"Fast Food, North Indian, Chinese", 4.10 , 449.00 ,,
Gurgaon,"Fast Food, North Indian, Chinese", 4.10 , 449.00 ,,
Gurgaon,"Mediterranean, Italian, European", 4.10 , 192.00 ,,
Guwahati,Chinese, 2.40 , 154.00 ,,
Gurgaon,"Cafe, Fast Food, Street Food", 4.20 , 142.00 ,,
Noida,"American, Italian", 4.20 , 444.00 ,,
Noida,"American, Italian", 4.20 , 444.00 ,,
New Delhi,"Tea, Cafe", 3.80 , 227.00 ,,
Faridabad,"Cafe, Chinese", 3.90 , 357.00 ,,
New Delhi,"Asian, Chinese, Thai", 4.80 , 459.00 ,,
Cedar Rapids/Iowa City,"American, Italian, Pizza", 4.50 , 143.00 ,,
Gurgaon,"Street Food, Fast Food, North Indian", 3.80 , 12.00 ,,
Kolkata,"Continental, Italian, North Indian", 4.20 , 43.00 ,,
Edinburgh,"Indian, Street Food", 3.90 , 140.00 ,,
Pasay City,"Asian, European", 3.50 , 71.00 ,,
Gurgaon,"North Indian, Fast Food", 3.60 , 94.00 ,,
Gurgaon,"North Indian, Fast Food", 3.60 , 94.00 ,,
Gurgaon,"North Indian, Fast Food", 3.60 , 94.00 ,,
Gurgaon,"North Indian, Fast Food", 3.60 , 94.00 ,,
Gurgaon,"North Indian, Fast Food", 3.60 , 94.00 ,,
Gurgaon,"North Indian, Fast Food", 3.60 , 94.00 ,,
Gurgaon,"North Indian, Fast Food", 3.60 , 94.00 ,,
Gurgaon,"North Indian, Fast Food", 3.60 , 94.00 ,,
Gurgaon,"Bengali, North Indian", 3.90 , 103.00 ,,
Gurgaon,"Bengali, North Indian", 3.90 , 103.00 ,,
Sí£o Paulo,"Steak, BBQ", 3.40 , 70.00 ,,
New Delhi,Drinks Only, 4.90 , 77.00 ,,
New Delhi,"Street Food, Chinese, Mithai", 3.80 , 57.00 ,,
New Delhi,"North Indian, South Indian, Chinese, Mithai", 3.90 , 98.00 ,,
New Delhi,"North Indian, South Indian, Chinese, Mithai", 3.90 , 98.00 ,,
New Delhi,"Cafe, Continental, Italian, Chinese", 4.20 , 166.00 ,,
New Delhi,"Street Food, North Indian, South Indian, Mithai", 4.10 , 168.00 ,,
New Delhi,"Street Food, North Indian, South Indian, Mithai", 4.10 , 168.00 ,,
Noida,"Cafe, Chinese", 3.70 ," 1,315.00 ",,
Sioux City,Italian, 4.50 , 217.00 ,,
Rest of Hawaii,"American, Breakfast, Hawaiian", 4.10 , 769.00 ,,
Waterloo,"Japanese, Steak, Sushi", 4.30 , 731.00 ,,
Nagpur,"Chinese, Continental, North Indian", 4.40 , 113.00 ,,
New Delhi,"Fast Food, North Indian, South Indian, Chinese, Street Food, Mithai", 4.40 , 944.00 ,,
Columbus,"Asian, Chinese", 3.80 , 63.00 ,,
New Delhi,"Italian, Continental, North Indian", 3.60 , 375.00 ,,
Vadodara,"North Indian, Thai, Italian, Chinese, Mexican", 4.60 , 166.00 ,,
Gurgaon,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese", 4.40 , 697.00 ,,
New Delhi,"Fast Food, Bakery", 4.30 , 325.00 ,,
New Delhi,"Fast Food, Bakery", 4.30 , 325.00 ,,
New Delhi,"Fast Food, Bakery", 4.30 , 325.00 ,,
New Delhi,"Fast Food, Bakery", 4.30 , 325.00 ,,
New Delhi,"Fast Food, Bakery", 4.30 , 325.00 ,,
New Delhi,"Fast Food, Bakery", 4.30 , 325.00 ,,
New Delhi,"Fast Food, Bakery", 4.30 , 325.00 ,,
New Delhi,"Healthy Food, Italian, Juices, Beverages", 4.10 , 192.00 ,,
New Delhi,"North Indian, Mediterranean, Asian", 3.90 , 166.00 ,,
New Delhi,"North Indian, Mediterranean, Asian", 3.90 , 166.00 ,,
Waterloo,"Coffee and Tea, Desserts, Beverages", 3.40 , 57.00 ,,
Columbus,"Japanese, Sushi, Thai", 3.30 , 76.00 ,,
Cape Town,"Burger, Fast Food, Grill", 3.20 , 51.00 ,,
Gurgaon,"South Indian, North Indian, Chinese", 3.40 , 99.00 ,,
Gurgaon,"South Indian, North Indian, Chinese", 3.40 , 99.00 ,,
Noida,"Continental, Fast Food, Italian", 3.40 , 18.00 ,,
Noida,"Continental, Fast Food, Italian", 3.40 , 18.00 ,,
Chandigarh,"Mexican, American, Italian", 3.30 , 53.00 ,,
Santa Rosa,"Cafe, American, Italian, Filipino", 3.40 , 32.00 ,,
Albany,"Pizza, Bar Food, Sandwich", 3.20 , 151.00 ,,
Chandigarh,"Mughlai, North Indian", 3.30 , 49.00 ,,
Birmingham,Turkish, 3.40 , 106.00 ,,
New Delhi,"Japanese, Asian", 3.60 , 59.00 ,,
Ludhiana,"North Indian, Chinese, South Indian, Fast Food", 3.70 , 105.00 ,,
Lucknow,Mughlai, 3.50 , 105.00 ,,
Jakarta,Japanese, 3.60 , 57.00 ,,
Colombo,"Continental, American", 3.50 , 134.00 ,,
Gurgaon,"Healthy Food, Salad, Italian, Continental", 3.30 , 58.00 ,,
Noida,"Biryani, North Indian", 3.40 , 345.00 ,,
Noida,"Biryani, North Indian", 3.40 , 345.00 ,,
Des Moines,"Breakfast, Mexican, Southwestern", 4.00 , 52.00 ,,
Noida,"Tea, Fast Food", 3.40 , 122.00 ,,
Noida,"Tea, Fast Food", 3.40 , 122.00 ,,
Gurgaon,"North Indian, Chinese, Thai", 3.50 , 91.00 ,,
Varanasi,"Chinese, North Indian", 3.40 , 26.00 ,,
Varanasi,"Chinese, North Indian", 3.40 , 26.00 ,,
Varanasi,"Chinese, North Indian", 3.40 , 26.00 ,,
New Delhi,"Mithai, North Indian, South Indian, Chinese, Street Food", 3.60 , 51.00 ,,
New Delhi,"Mithai, North Indian, South Indian, Chinese, Street Food", 3.60 , 51.00 ,,
Jaipur,"Cafe, Fast Food, North Indian", 3.40 , 44.00 ,,
Nagpur,"North Indian, Chinese", 3.70 , 94.00 ,,
New Delhi,"North Indian, Chinese, Bakery", 3.50 , 461.00 ,,
Kochi,"Kerala, Fast Food", 3.80 , 276.00 ,,
Noida,"Mithai, Fast Food", 3.80 , 71.00 ,,
Cape Town,"Cafe, Patisserie, Bakery, Desserts", 4.10 , 104.00 ,,
Ludhiana,"Italian, Continental, North Indian, Cafe", 4.10 , 878.00 ,,
New Delhi,"Chinese, Naga", 3.80 , 192.00 ,,
Gurgaon,"Chinese, Mughlai, North Indian", 3.50 , 96.00 ,,
Gurgaon,"Chinese, Mughlai, North Indian", 3.50 , 96.00 ,,
Gurgaon,"Desserts, Bakery", 3.60 , 240.00 ,,
Noida,"North Indian, Chinese, Fast Food, Mithai", 3.30 , 65.00 ,,
Manchester,"Indian, Seafood", 3.30 , 63.00 ,,
Gurgaon,"North Indian, Chinese, Street Food", 3.10 , 19.00 ,,
Manchester,"British, Burger, Cafe", 3.40 , 46.00 ,,
New Delhi,"Desserts, Ice Cream, North Indian", 3.40 , 75.00 ,,
Noida,"American, Italian, Chinese, North Indian, Cafe", 3.40 , 94.00 ,,
Brasí_lia,"Bar Food, Brazilian", 3.30 , 47.00 ,,
New Delhi,"Salad, Healthy Food, Burger, Italian, Continental, Chinese, North Indian, Beverages", 3.40 , 71.00 ,,
Faridabad,"North Indian, Continental, Chinese", 3.60 , 73.00 ,,
Cape Town,"Cafe, Patisserie", 3.50 , 21.00 ,,
Birmingham,"Latin American, Italian", 3.30 , 46.00 ,,
Albany,"BBQ, Burger, Seafood", 3.30 , 45.00 ,,
Sandton,"Contemporary, Burger, European", 3.40 , 34.00 ,,
New Delhi,"South Indian, Nepalese", 3.70 , 89.00 ,,
Ludhiana,"Cafe, Continental, Italian, Bakery", 3.20 , 8.00 ,,
New Delhi,"Pizza, Salad, Finger Food", 3.40 , 39.00 ,,
Mysore,"Continental, Chinese, North Indian", 3.30 , 74.00 ,,
Allahabad,"North Indian, South Indian, Fast Food", 3.30 , 76.00 ,,
Noida,"Street Food, North Indian", 3.30 , 71.00 ,,
Bangalore,"Italian, American, Pizza", 4.10 ," 2,416.00 ",,
Pretoria,"Cafe, Tapas, South African, Beverages, Healthy Food, Desserts, Spanish", 4.70 ," 2,369.00 ",,
New Delhi,"Awadhi, Mughlai", 4.80 ," 10,934.00 ",,
New Delhi,"Asian, Thai, Chinese, North Indian", 3.90 ," 1,354.00 ",,
Inverloch,"Burger, Coffee and Tea, Modern Australian", 4.20 , 231.00 ,,
New Delhi,"North Indian, Chinese, Italian, American, Middle Eastern", 4.00 ," 3,533.00 ",,
Bhubaneshwar,"Italian, Cafe, Chinese, Continental", 4.30 ," 1,413.00 ",,
Jakarta,"Italian, Continental", 4.70 , 276.00 ,,
Dalton,Thai, 4.70 ," 9,667.00 ",,
New Delhi,"Arabian, Mexican", 4.10 ," 5,385.00 ",,
New Delhi,"Chinese, Thai, Fast Food", 4.30 , 753.00 ,,
Gurgaon,"Biryani, North Indian, Mughlai", 4.50 ," 1,288.00 ",,
Coimbatore,"Cafe, Fast Food", 4.60 ," 6,907.00 ",,
New Delhi,"Fast Food, Cafe", 4.40 , 983.00 ,,
Gurgaon,"Parsi, Iranian", 4.20 , 334.00 ,,
Abu Dhabi,Indian, 4.50 ," 5,705.00 ",,
Abu Dhabi,Indian, 4.50 ," 5,705.00 ",,
New Delhi,"Cafe, Mexican, American, Italian, Lebanese, Continental", 3.30 , 51.00 ,,
Gainesville,"American, Southern", 3.40 , 63.00 ,,
Gainesville,"American, Southern", 3.40 , 63.00 ,,
New Delhi,"Continental, American, Fast Food", 3.90 , 126.00 ,,
Pasay City,"Seafood, Filipino, Asian, European", 4.20 , 223.00 ,,
Bangalore,"Finger Food, North Indian, Italian, Continental, Thai, South Indian", 4.00 , 257.00 ,,
New Delhi,"North Indian, European, Asian", 4.00 , 103.00 ,,
Singapore,Cafe, 3.80 , 98.00 ,,
Noida,"Bakery, Beverages, Fast Food", 3.80 , 33.00 ,,
Des Moines,"Asian, Chinese", 3.50 , 175.00 ,,
Aurangabad,"South Indian, North Indian, Chinese, Fast Food", 3.60 , 111.00 ,,
Sandton,"Grill, Steak, Burger, Sushi, Tapas", 3.60 , 20.00 ,,
Ahmedabad,"North Indian, Italian, Asian, South Indian", 4.40 , 243.00 ,,
Macon,"Coffee and Tea, Cuban, Latin American", 4.30 , 128.00 ,,
Nashik,Italian, 3.90 , 161.00 ,,
Bhopal,Chinese, 3.80 , 79.00 ,,
New Delhi,"Continental, American", 3.90 , 289.00 ,,
New Delhi,"North Indian, Fast Food, Street Food", 4.10 , 379.00 ,,
Tampa Bay,"Sandwich, Seafood, Steak", 4.50 , 145.00 ,,
Valdosta,American, 3.90 , 247.00 ,,
Flaxton,"Tea, Modern Australian", 4.00 , 145.00 ,,
New Delhi,"Cafe, North Indian, Lebanese, Continental", 3.70 , 118.00 ,,
Gurgaon,Healthy Food, 4.10 , 256.00 ,,
Manchester,"American, Fast Food, Desserts, Steak", 3.60 , 173.00 ,,
Valdosta,Mexican, 3.80 , 424.00 ,,
Valdosta,Mexican, 3.80 , 424.00 ,,
Valdosta,Mexican, 3.80 , 424.00 ,,
Valdosta,Mexican, 3.80 , 424.00 ,,
Gurgaon,"Cafe, Tea", 4.00 , 90.00 ,,
Gurgaon,"Cafe, Tea", 4.00 , 90.00 ,,
Colombo,"Malaysian, North Indian, Sri Lankan", 4.30 , 69.00 ,,
Des Moines,"Chinese, Pizza", 4.10 , 199.00 ,,
Noida,"Lucknowi, Mughlai, North Indian", 3.80 , 56.00 ,,
Goa,"Italian, French, Cafe", 4.20 , 49.00 ,,
New Delhi,"North Indian, Italian, Chinese, Mexican", 4.30 , 345.00 ,,
New Delhi,"North Indian, Italian, Continental, Chinese", 3.50 , 89.00 ,,
Gurgaon,Italian, 3.70 , 665.00 ,,
Gurgaon,Italian, 3.70 , 665.00 ,,
Gurgaon,Italian, 3.70 , 665.00 ,,
Gurgaon,Italian, 3.70 , 665.00 ,,
Gurgaon,Italian, 3.70 , 665.00 ,,
Gurgaon,Italian, 3.70 , 665.00 ,,
New Delhi,"Pizza, Burger, Fast Food", 3.40 , 502.00 ,,
Santa Rosa,"Italian, Pizza", 4.10 , 698.00 ,,
Gurgaon,"North Indian, Chinese, Continental, Thai", 4.10 , 397.00 ,,
New Delhi,"Gujarati, Rajasthani", 4.00 , 265.00 ,,
Noida,Finger Food, 4.20 , 252.00 ,,
Noida,Finger Food, 4.20 , 252.00 ,,
Valdosta,"Asian, Chinese, Thai", 4.40 , 817.00 ,,
Yorkton,Asian, 4.50 , 249.00 ,,
New Delhi,Beverages, 4.00 , 356.00 ,,
New Delhi,Beverages, 4.00 , 356.00 ,,
New Delhi,Beverages, 4.00 , 356.00 ,,
New Delhi,Beverages, 4.00 , 356.00 ,,
New Delhi,Beverages, 4.00 , 356.00 ,,
New Delhi,Beverages, 4.00 , 356.00 ,,
New Delhi,Beverages, 4.00 , 356.00 ,,
New Delhi,Beverages, 4.00 , 356.00 ,,
New Delhi,Beverages, 4.00 , 356.00 ,,
New Delhi,Beverages, 4.00 , 356.00 ,,
New Delhi,Beverages, 4.00 , 356.00 ,,
Boise,Mexican, 4.50 ," 1,210.00 ",,
Varanasi,South Indian, 4.60 ," 1,267.00 ",,
Pocatello,"American, Pizza", 4.00 ," 2,272.00 ",,
Pensacola,"Latin American, Mexican, Southwestern", 4.60 , 202.00 ,,
Noida,"Bakery, Desserts", 3.90 , 318.00 ,,
Noida,"Bakery, Desserts", 3.90 , 318.00 ,,
Noida,"Bakery, Desserts", 3.90 , 318.00 ,,
Noida,"Bakery, Desserts", 3.90 , 318.00 ,,
Noida,"Bakery, Desserts", 3.90 , 318.00 ,,
Noida,"Bakery, Desserts", 3.90 , 318.00 ,,
Noida,"Bakery, Desserts", 3.90 , 318.00 ,,
Noida,"Bakery, Desserts", 3.90 , 318.00 ,,
Noida,"Bakery, Desserts", 3.90 , 318.00 ,,
Noida,"Bakery, Desserts", 3.90 , 318.00 ,,
Noida,"Bakery, Desserts", 3.90 , 318.00 ,,
Noida,"Bakery, Desserts", 3.90 , 318.00 ,,
Noida,"Bakery, Desserts", 3.90 , 318.00 ,,
Noida,"Bakery, Desserts", 3.90 , 318.00 ,,
Noida,"Bakery, Desserts", 3.90 , 318.00 ,,
Noida,"Bakery, Desserts", 3.90 , 318.00 ,,
Noida,"Bakery, Desserts", 3.90 , 318.00 ,,
Noida,"Bakery, Desserts", 3.90 , 318.00 ,,
Sharjah,"Indian, North Indian", 3.60 , 102.00 ,,
New Delhi,"Fast Food, North Indian, Beverages", 3.80 , 115.00 ,,
New Delhi,"North Indian, Fast Food, South Indian", 3.90 , 141.00 ,,
New Delhi,"North Indian, Fast Food, South Indian", 3.90 , 141.00 ,,
New Delhi,"North Indian, Fast Food, South Indian", 3.90 , 141.00 ,,
Gurgaon,"Gujarati, Rajasthani", 4.90 , 50.00 ,,
New Delhi,"North Indian, Mangalorean, Chinese", 4.30 , 63.00 ,,
Varanasi,Beverages, 3.80 , 230.00 ,,
New Delhi,"European, Asian", 4.00 , 94.00 ,,
Albany,Chinese, 4.10 , 64.00 ,,
Kanpur,"North Indian, Continental, Asian", 3.90 , 131.00 ,,
Athens,"Italian, Pizza, Sandwich", 3.90 , 101.00 ,,
Gurgaon,"Goan, American, Portuguese", 3.90 , 121.00 ,,
Edinburgh,"Indian, Cafe", 3.90 , 39.00 ,,
Aurangabad,"Cafe, Mughlai, North Indian", 4.00 , 175.00 ,,
New Delhi,"South Indian, Chinese, Fast Food", 4.10 , 104.00 ,,
New Delhi,"South Indian, Chinese, Fast Food", 4.10 , 104.00 ,,
New Delhi,"South Indian, Chinese, Fast Food", 4.10 , 104.00 ,,
Vadodara,"Cafe, Mexican, Italian, Fast Food", 2.90 , 4.00 ,,
Gurgaon,"North Indian, Asian", 2.80 , 16.00 ,,
Coimbatore,Chinese, 2.80 , 8.00 ,,
Jaipur,"Continental, Italian, North Indian, Lebanese, Thai", 2.90 , 8.00 ,,
New Delhi,"Middle Eastern, Mediterranean, North Indian", 2.80 , 7.00 ,,
New Delhi,"Cafe, Italian, Continental, Mexican", 3.00 , 4.00 ,,
Gurgaon,"Chinese, Italian, North Indian", -   , 1.00 ,,
Colombo,"Middle Eastern, Arabian", -   , 3.00 ,,
Noida,"Fast Food, Beverages", -   , 3.00 ,,
Noida,"Fast Food, Beverages", -   , 3.00 ,,
Noida,"Fast Food, Beverages", -   , 3.00 ,,
Noida,"Fast Food, Beverages", -   , 3.00 ,,
Noida,"Fast Food, Beverages", -   , 3.00 ,,
Noida,"Fast Food, Beverages", -   , 3.00 ,,
Noida,"Fast Food, Beverages", -   , 3.00 ,,
Noida,"Fast Food, Beverages", -   , 3.00 ,,
Noida,"Fast Food, Beverages", -   , 3.00 ,,
New Delhi,"North Indian, Chinese, Mexican, Lebanese, Italian, Fast Food", 3.40 , 233.00 ,,
New Delhi,"Continental, European, North Indian", 3.80 , 508.00 ,,
Goa,"North Indian, Chinese, Continental, Goan, Seafood", 3.60 , 98.00 ,,
New Delhi,"Cafe, Desserts, Bakery", 3.60 , 59.00 ,,
Noida,"Fast Food, Italian", -   , -   ,,
Davenport,Thai, -   , 1.00 ,,
New Delhi,"Bakery, Desserts, Fast Food, Beverages", 4.10 , 239.00 ,,
New Delhi,"Bakery, Desserts, Ice Cream", 3.20 , 16.00 ,,
Chandigarh,"Desserts, American", 2.70 , 16.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Gurgaon,"Fast Food, North Indian", -   , 3.00 ,,
Gurgaon,"Fast Food, North Indian", -   , 3.00 ,,
Gurgaon,"Fast Food, North Indian", -   , 3.00 ,,
Gurgaon,"Fast Food, North Indian", -   , 3.00 ,,
Gurgaon,"Fast Food, North Indian", -   , 3.00 ,,
Ranchi,Street Food, -   , -   ,,
Ranchi,"South Indian, North Indian, Chinese", -   , 2.00 ,,
Davenport,Chinese, -   , 3.00 ,,
New Delhi,"Beverages, Healthy Food", -   , -   ,,
Faridabad,"North Indian, Fast Food", -   , -   ,,
Ghaziabad,"North Indian, Fast Food", -   , -   ,,
New Delhi,"European, Continental", -   , -   ,,
New Delhi,"European, Continental", -   , -   ,,
New Delhi,"European, Continental", -   , -   ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
Noida,Chinese, 3.40 , 48.00 ,,
